TID Lib Viability Chr HeTA TAHRE blood burdock Gene Synonym mean_col status tag1 tag2 tag3 tag4
31342 GD viable 2 -1.522214512316669 -1.0305557041562268 -2.041078691505032 -1.72093786576083 CG10753 SmD1 -1.5786966934346895 1 0 1 0 1
109318 KK viable 2 -1.9907736702647665 -0.5160169684415619 -1.9864892634757902 -1.8135494839154311 CG4738 Nup160 -1.5767073465243875 0 0 1 0 0
109770 KK viable 2 -1.5682068527735264 -1.2241894980182109 -1.493029120956081 -2.015167848849072 CG7781 CG7781 -1.5751483301492226 1 0 1 0 1
108081 KK viable 2 -0.31450633918606197 0.36645438343516773 -5.068603878204338 -1.2610420238300042 CG11678 Actr13E -1.5694244644463091 1 0 1 0 1
107807 KK viable 2 -1.4322049949397455 -2.1813184014848277 -0.829805417804478 -1.830103691943364 CG3945 Rad9 -1.568358126543104 1 0 1 0 1
106130 KK viable 2 -1.746123165859996 -0.25921736875521423 -1.5982702408045257 -2.661526521663877 CG5363 cdc2 -1.5662843242709032 1 0 1 0 1
110673 KK viable 2 -2.4213348745096424 -2.0863031623577615 -0.9415574637628384 -0.8114124502002416 CG7035 Cbp80 -1.565151987707621 2 0 1 1 1
108870 KK viable 2 -1.7130562128471065 -1.5799109885080216 -1.2061318220914172 -1.7424435386986972 CG2049 Pkn -1.5603856405363106 0 0 1 0 0
109447 KK viable 2 -1.5997837573834082 -0.35677024464015344 -1.5528186888935012 -2.72514904214805 CG3195 RpL12 -1.5586304332662781 1 0 1 0 1
105954 KK lethal 2 -1.7520541516894967 -1.0637918833459297 -2.2134657243130533 -1.1889951510452825 CG5215 Zn72D -1.5545767275984406 1 0 1 0 1
101010 KK viable 2 -2.0228467935271968 -0.8041810101162226 -3.2051497111128606 -0.17448415181625068 CG31510 CG31510 -1.5516654166431327 2 0 1 1 1
108673 KK viable 2 -1.6346953857943354 -2.0823988027723725 -0.6615855270166876 -1.8250542369153206 CG6454 CG6454 -1.550933488124679 1 0 1 0 1
103944 KK viable 2 -1.688354755093165 -2.0131226776824604 -0.5342493251804321 -1.9563683249006607 CG4071 Vps20 -1.5480237707141795 1 0 1 0 1
107273 KK viable 2 -1.8548076013436314 -1.0940216011432482 -1.462915908214611 -1.7793603776180789 CG2063 CG2063 -1.5477763720798925 0 0 1 0 0
17035 GD viable 2 -1.740411730331934 -2.016467101604358 -1.1466852770039957 -1.2858504246430835 CG12149 c12.2 -1.5473536333958426 1 0 1 0 1
110281 KK viable 2 -1.8303379676134324 -0.3321969947592795 -1.2173345373906064 -2.806386662749614 CG5198 CG5198 -1.546564040628233 1 0 1 0 1
100694 KK viable 2 -1.1577922809027554 -1.594635583533173 -1.3929419712390683 -2.0287396157897666 CG8038 CG8038 -1.5435273628661907 1 0 1 0 1
103309 KK viable 2 -1.8584060720878213 -1.0698200940274607 -1.2054279924312052 -2.026489215628449 CG33217 CG33217 -1.540035843543734 1 0 1 0 1
39255 GD viable 3 -1.5096236793921527 -1.5517520040813726 -1.1814949810417565 -1.9087934428404962 CG9742 SmG -1.5379160268389445 0 0 1 0 0
103699 KK viable 2 -1.7148031474668017 -1.8299283593604572 -0.9214495373215394 -1.6671365422317983 CG6349 DNApol-alpha180 -1.533329396595149 0 0 1 0 0
105370 KK viable 2 0.6598245663093109 -1.4713919469758978 -4.009627739315648 -1.2730738019580679 CG3025 mof -1.5235672304850756 1 0 1 0 1
51491 GD viable 3 -1.5329592554169615 -1.2977746959385181 -1.7390105504783795 -1.522569399004598 CG4894 Ca-alpha1D -1.5230784752096143 0 0 1 0 0
104497 KK viable 2 -1.8312750056741958 -1.6503954944268797 -1.2012957033019185 -1.4036701063260084 CG11539 CG11539 -1.5216590774322505 0 0 1 0 0
105395 KK viable 2 -1.5138455720846302 -1.2267013101788609 -1.8201692691046467 -1.5192122105876733 CG11660 CG11660 -1.5199820904889527 0 0 1 0 0
108841 KK viable 2 -1.2422329381577437 -1.0738292755008418 -1.3001062839738617 -2.4567608709065176 CG34438 Cap-G -1.5182323421347412 1 0 1 0 1
110090 KK viable 2 -1.226137161657199 -1.7392840133183212 -1.167006378995775 -1.9281066810048308 CG17654 Eno -1.5151335587440315 0 0 1 0 0
108240 KK viable 2 -1.7520102734758474 -1.118513771388805 -1.7254247301728465 -1.463593195050882 CG12109 Caf1-180 -1.5148854925220951 0 0 1 0 0
27960 GD viable 3 -1.6667065745199026 -1.8919183209296941 -0.6886316518553786 -1.8119429366655058 CG7332 CG7332 -1.5147998709926203 0 0 1 0 0
108654 KK viable 2 -1.7955756934642526 -1.343325167130314 -1.3376841677414675 -1.5778957403499547 CG3756 CG3756 -1.5136201921714971 0 0 1 0 0
37819 GD viable 3 -1.8154949876987676 -1.3411119670522338 -1.5510567432101001 -1.3451134659038728 CG4217 TFAM -1.5131942909662435 0 0 1 0 0
108378 KK viable 2 -1.247535830749834 -0.6769308800778646 -1.467768244484867 -2.659189921434639 CG3798 Nmda1 -1.5128562191868011 1 0 1 0 1
103334 KK viable 2 -1.687559069051738 -1.0771902216935256 -1.6888791599426745 -1.587612266023596 CG13067 CG13067 -1.5103101791778835 0 0 1 0 0
103631 KK viable 2 -1.5621735564387018 -1.485453957305858 -0.7445866388422978 -2.2484163761906903 CG9325 CG9325 -1.510157632194387 1 0 1 0 1
110728 KK viable 2 -2.1059959935898953 -0.874195296513513 -1.2488155320336316 -1.805714799145888 CG2863 Nle -1.5086804053207319 1 0 1 0 1
106048 KK viable 2 -1.8694698689277685 -0.8117401740033214 -1.6068916632784593 -1.7314753935363856 CG9791 CG9791 -1.5048942749364838 0 0 1 0 0
105784 KK viable 2 -1.8222587918320698 -1.0712752659283322 -1.2325024733676955 -1.892631622700418 CG15546 CG15546 -1.504667038457129 0 0 1 0 0
10937 GD viable 2 -1.5472533679958622 -1.257384751703269 -1.6491790301949354 -1.555363584910116 CG11397 glu -1.5022951837010456 0 0 1 0 0
44343 GD viable 3 -1.4303906379595868 -0.9409389473699743 -2.6786524501453703 -0.9561666344578934 CG4817 Ssrp -1.5015371674832063 1 0 1 0 1
